,video,image,group_original,group_2,group_3,group_4,group_5
4710,2020-09-29-09-46-42-2,970326914s204ms.jpg,3.0,1.0,2.0,3.0,4.0
4711,2020-09-29-09-46-42-3,970329114s689ms.jpg,1.0,0.0,0.0,0.0,1.0
4712,2020-09-29-09-46-42-3,970328275s685ms.jpg,2.0,0.0,1.0,1.0,2.0
4713,2020-09-24-1,969902658s236ms.jpg,1.0,0.0,1.0,1.0,1.0
4714,2020-09-29-09-46-42-3,970328681s690ms.jpg,3.0,1.0,1.0,2.0,3.0
4715,2020-09-29-09-46-42-3,970329509s717ms.jpg,0.0,0.0,0.0,0.0,0.0
4716,2020-09-29-09-46-42-1,970325965s804ms.jpg,0.0,0.0,0.0,0.0,0.0
4717,2020-09-29-09-46-42-2,970326975s198ms.jpg,3.0,1.0,2.0,3.0,3.0
4718,2020-09-29-09-46-42-3,970329690s698ms.jpg,1.0,0.0,0.0,0.0,1.0
4719,2020-09-24-3,969905623s171ms.jpg,3.0,1.0,2.0,2.0,3.0
4720,2020-09-29-09-46-42-1,970326505s810ms.jpg,0.0,0.0,0.0,0.0,0.0
4721,2020-09-29-09-46-42-3,970329641s716ms.jpg,1.0,0.0,0.0,0.0,0.0
4722,2020-09-24-3,969904893s175ms.jpg,2.0,1.0,1.0,2.0,2.0
4723,2020-09-29-09-46-42-3,970329673s715ms.jpg,2.0,0.0,1.0,1.0,2.0
4724,2020-09-29-09-46-42-4,970330306s199ms.jpg,1.0,0.0,0.0,1.0,1.0
4725,2020-09-24-1,969902977s254ms.jpg,1.0,0.0,0.0,0.0,0.0
4726,2020-09-24-3,969905540s188ms.jpg,2.0,0.0,1.0,1.0,2.0
4727,2020-09-24-3,969905737s185ms.jpg,0.0,0.0,0.0,0.0,0.0
4728,2020-09-29-09-46-42-1,970325504s810ms.jpg,0.0,0.0,0.0,0.0,0.0
4729,2020-09-29-09-46-42-1,970325918s791ms.jpg,2.0,0.0,1.0,1.0,2.0
4730,2020-09-29-09-46-42-1,970325581s787ms.jpg,0.0,0.0,0.0,0.0,0.0
4731,2020-09-29-09-46-42-1,970326660s799ms.jpg,1.0,0.0,0.0,0.0,1.0
4732,2020-09-24-3,969905331s179ms.jpg,1.0,0.0,0.0,1.0,1.0
4733,2020-09-29-09-46-42-2,970328198s220ms.jpg,2.0,1.0,1.0,1.0,2.0
4734,2020-09-24-4,969906511s678ms.jpg,0.0,0.0,0.0,0.0,0.0
4735,2020-07-28-06-01-11,964869762s713ms.jpg,1.0,0.0,0.0,1.0,1.0
4736,2020-09-29-09-46-42-3,970329688s696ms.jpg,1.0,0.0,0.0,0.0,0.0
4737,2020-07-28-06-01-11,964868913s699ms.jpg,2.0,1.0,1.0,2.0,2.0
4738,2020-10-02-10-17-05-3,970588573s259ms.jpg,2.0,1.0,1.0,2.0,2.0
4739,2020-09-24-3,969905432s180ms.jpg,1.0,0.0,1.0,1.0,1.0
4740,2020-07-28-06-01-11,964869745s696ms.jpg,2.0,0.0,1.0,1.0,2.0
4741,2020-10-02-10-17-05-3,970588218s272ms.jpg,1.0,0.0,0.0,0.0,0.0
4742,2020-09-24-3,969905733s181ms.jpg,0.0,0.0,0.0,0.0,0.0
4743,2020-09-24-3,969905952s166ms.jpg,1.0,0.0,0.0,1.0,1.0
4744,2020-09-29-09-46-42-3,970329617s692ms.jpg,0.0,0.0,0.0,0.0,0.0
4745,2020-09-29-09-46-42-2,970326950s207ms.jpg,2.0,0.0,1.0,1.0,1.0
4746,2020-07-28-06-01-11,964868828s714ms.jpg,2.0,0.0,1.0,1.0,2.0
4747,2020-09-29-09-46-42-1,970325655s795ms.jpg,2.0,0.0,1.0,1.0,2.0
4748,2020-09-24-3,969904869s185ms.jpg,1.0,0.0,0.0,0.0,0.0
4749,2020-09-29-09-46-42-3,970329161s703ms.jpg,1.0,0.0,0.0,0.0,0.0
4750,2020-09-29-09-46-42-3,970328682s691ms.jpg,1.0,0.0,0.0,1.0,1.0
4751,2020-09-29-09-46-42-4,970329876s170ms.jpg,1.0,0.0,1.0,1.0,1.0
4752,2020-09-24-3,969905959s173ms.jpg,1.0,0.0,1.0,1.0,1.0
4753,2020-09-29-09-46-42-2,970328162s218ms.jpg,3.0,1.0,2.0,2.0,3.0
4754,2020-09-29-09-46-42-1,970326396s802ms.jpg,0.0,0.0,0.0,0.0,0.0
4755,2020-09-24-3,969905517s165ms.jpg,2.0,1.0,1.0,2.0,2.0
4756,2020-09-24-3,969905625s173ms.jpg,3.0,1.0,2.0,2.0,3.0
4757,2020-09-29-09-46-42-3,970329043s685ms.jpg,0.0,0.0,0.0,0.0,0.0
4758,2020-09-29-09-46-42-2,970326760s217ms.jpg,2.0,0.0,1.0,1.0,2.0
4759,2020-09-24-1,969901798s243ms.jpg,0.0,0.0,0.0,0.0,0.0
4760,2020-09-24-3,969904853s169ms.jpg,2.0,1.0,1.0,1.0,2.0
4761,2020-09-29-09-46-42-3,970329152s694ms.jpg,0.0,0.0,0.0,0.0,0.0
4762,2020-09-29-09-46-42-2,970326788s212ms.jpg,3.0,1.0,1.0,2.0,2.0
4763,2020-09-24-1,969902315s226ms.jpg,2.0,1.0,1.0,2.0,2.0
4764,2020-09-29-09-46-42-1,970325974s813ms.jpg,0.0,0.0,0.0,0.0,0.0
4765,2020-09-29-09-46-42-3,970328278s688ms.jpg,3.0,1.0,2.0,3.0,4.0
4766,2020-10-02-10-17-05-3,970588168s255ms.jpg,0.0,0.0,0.0,0.0,0.0
4767,2020-09-24-3,969905670s185ms.jpg,0.0,0.0,0.0,0.0,0.0
4768,2020-09-24-2,969903478s708ms.jpg,2.0,0.0,1.0,1.0,2.0
4769,2020-10-02-10-17-05-3,970588233s253ms.jpg,1.0,0.0,0.0,1.0,1.0
4770,2020-09-29-09-46-42-3,970329478s686ms.jpg,3.0,1.0,1.0,2.0,3.0
4771,2020-09-29-09-46-42-3,970328902s711ms.jpg,3.0,1.0,2.0,3.0,3.0
4772,2020-09-24-3,969905214s196ms.jpg,2.0,0.0,1.0,1.0,2.0
4773,2020-07-28-06-01-11,964869977s728ms.jpg,0.0,0.0,0.0,0.0,0.0
4774,2020-09-23-VIRB0008,969832357s653ms.jpg,3.0,1.0,2.0,3.0,3.0
4775,2020-07-28-06-01-11,964869798s716ms.jpg,3.0,1.0,2.0,3.0,4.0
4776,2020-07-28-06-01-11,964869259s711ms.jpg,1.0,0.0,1.0,1.0,1.0
4777,2020-09-29-09-46-42-1,970325868s807ms.jpg,3.0,1.0,2.0,3.0,4.0
4778,2020-10-02-10-17-05-3,970588377s264ms.jpg,1.0,0.0,0.0,0.0,1.0
4779,2020-09-29-09-46-42-3,970328740s716ms.jpg,1.0,0.0,0.0,0.0,1.0
4780,2020-09-24-1,969902746s257ms.jpg,0.0,0.0,0.0,0.0,0.0
4781,2020-09-24-2,969903269s700ms.jpg,3.0,1.0,1.0,2.0,3.0
4782,2020-09-24-3,969905706s187ms.jpg,1.0,0.0,0.0,0.0,0.0
4783,2020-09-29-09-46-42-1,970326596s801ms.jpg,0.0,0.0,0.0,0.0,0.0
4784,2020-09-24-1,969902995s239ms.jpg,0.0,0.0,0.0,0.0,0.0
4785,2020-09-23-VIRB0004,969830830s191ms.jpg,3.0,1.0,2.0,2.0,3.0
4786,2020-09-29-09-46-42-2,970328139s228ms.jpg,2.0,0.0,1.0,1.0,2.0
4787,2020-09-29-09-46-42-2,970328175s231ms.jpg,3.0,1.0,2.0,3.0,4.0
4788,2020-09-24-3,969906013s194ms.jpg,1.0,0.0,0.0,0.0,1.0
4789,2020-09-24-4,969906384s651ms.jpg,3.0,1.0,1.0,2.0,2.0
4790,2020-09-29-09-46-42-1,970326743s782ms.jpg,1.0,0.0,1.0,1.0,1.0
4791,2020-09-24-1,969902975s252ms.jpg,2.0,0.0,1.0,1.0,2.0
4792,2020-09-29-09-46-42-1,970326316s788ms.jpg,3.0,1.0,1.0,2.0,2.0
4793,2020-10-02-10-17-05-3,970588242s262ms.jpg,2.0,0.0,1.0,1.0,2.0
4794,2020-09-29-09-46-42-1,970326384s790ms.jpg,2.0,0.0,1.0,1.0,2.0
4795,2020-09-24-1,969902796s240ms.jpg,0.0,0.0,0.0,0.0,0.0
4796,2020-09-23-VIRB0008,969832371s667ms.jpg,3.0,1.0,1.0,2.0,2.0
4797,2020-09-29-09-46-42-1,970326210s782ms.jpg,3.0,1.0,2.0,2.0,3.0
4798,2020-10-02-10-17-05-3,970588532s252ms.jpg,2.0,0.0,1.0,1.0,2.0
4799,2020-09-24-3,969904845s194ms.jpg,3.0,1.0,1.0,2.0,2.0
4800,2020-09-29-09-46-42-2,970328218s207ms.jpg,2.0,0.0,1.0,1.0,2.0
4801,2020-09-24-3,969905129s178ms.jpg,1.0,0.0,0.0,0.0,1.0
4802,2020-07-28-06-01-11,964869113s698ms.jpg,3.0,1.0,1.0,2.0,3.0
4803,2020-07-28-06-01-11,964868817s703ms.jpg,1.0,0.0,0.0,0.0,1.0
4804,2020-09-29-09-46-42-1,970326584s789ms.jpg,1.0,0.0,0.0,1.0,1.0
4805,2020-09-24-3,969905068s183ms.jpg,0.0,0.0,0.0,0.0,0.0
4806,2020-09-24-1,969902205s250ms.jpg,2.0,1.0,1.0,2.0,2.0
4807,2020-09-24-3,969905700s181ms.jpg,0.0,0.0,0.0,0.0,0.0
4808,2020-09-29-09-46-42-4,970329801s195ms.jpg,0.0,0.0,0.0,0.0,0.0
4809,2020-09-24-3,969905463s178ms.jpg,0.0,0.0,0.0,0.0,0.0
4810,2020-09-29-09-46-42-3,970329049s691ms.jpg,0.0,0.0,0.0,0.0,0.0
4811,2020-09-29-09-46-42-2,970328134s223ms.jpg,1.0,0.0,0.0,0.0,0.0
4812,2020-09-24-3,969904913s195ms.jpg,1.0,0.0,1.0,1.0,1.0
4813,2020-07-28-06-01-11,964869921s706ms.jpg,3.0,1.0,2.0,3.0,4.0
4814,2020-09-29-09-46-42-3,970329467s709ms.jpg,3.0,1.0,2.0,3.0,3.0
4815,2020-09-29-09-46-42-3,970328377s687ms.jpg,2.0,0.0,1.0,1.0,2.0
4816,2020-09-29-09-46-42-1,970326671s810ms.jpg,1.0,0.0,0.0,0.0,1.0
4817,2020-09-29-09-46-42-2,970326939s229ms.jpg,2.0,0.0,1.0,1.0,2.0
4818,2020-10-02-10-17-05-3,970588453s273ms.jpg,3.0,1.0,1.0,2.0,3.0
4819,2020-09-29-09-46-42-4,970329994s187ms.jpg,1.0,0.0,0.0,0.0,0.0
4820,2020-09-29-09-46-42-4,970329939s199ms.jpg,0.0,0.0,0.0,0.0,0.0
4821,2020-07-28-06-01-11,964869883s701ms.jpg,0.0,0.0,0.0,0.0,0.0
4822,2020-10-02-10-17-05-3,970588552s272ms.jpg,3.0,1.0,1.0,2.0,3.0
4823,2020-09-24-1,969902270s248ms.jpg,1.0,0.0,0.0,0.0,1.0
4824,2020-09-24-1,969902750s228ms.jpg,0.0,0.0,0.0,0.0,0.0
4825,2020-09-24-3,969905360s175ms.jpg,1.0,0.0,0.0,0.0,1.0
4826,2020-09-24-4,969906546s680ms.jpg,1.0,0.0,1.0,1.0,1.0
4827,2020-09-24-3,969905020s169ms.jpg,1.0,0.0,0.0,0.0,1.0
4828,2020-10-02-10-17-05-3,970588301s254ms.jpg,1.0,0.0,0.0,0.0,1.0
4829,2020-09-29-09-46-42-1,970325741s780ms.jpg,1.0,0.0,0.0,0.0,1.0
4830,2020-09-29-09-46-42-1,970325971s810ms.jpg,0.0,0.0,0.0,0.0,0.0
4831,2020-09-24-4,969906291s658ms.jpg,1.0,0.0,0.0,0.0,0.0
4832,2020-09-29-09-46-42-4,970330341s201ms.jpg,2.0,1.0,1.0,1.0,2.0
4833,2020-09-24-3,969905705s186ms.jpg,1.0,0.0,0.0,1.0,1.0
4834,2020-07-28-06-01-11,964869988s706ms.jpg,1.0,0.0,0.0,0.0,0.0
4835,2020-09-29-09-46-42-3,970328504s713ms.jpg,2.0,0.0,1.0,1.0,2.0
4836,2020-09-29-09-46-42-4,970329822s182ms.jpg,1.0,0.0,0.0,1.0,1.0
4837,2020-09-29-09-46-42-1,970325526s799ms.jpg,1.0,0.0,0.0,1.0,1.0
4838,2020-09-29-09-46-42-4,970329833s193ms.jpg,2.0,0.0,1.0,1.0,2.0
4839,2020-09-29-09-46-42-1,970325605s811ms.jpg,1.0,0.0,0.0,1.0,1.0
4840,2020-09-29-09-46-42-2,970326969s226ms.jpg,2.0,1.0,1.0,2.0,2.0
4841,2020-09-24-4,969906527s661ms.jpg,2.0,0.0,1.0,1.0,2.0
4842,2020-09-24-1,969902667s245ms.jpg,1.0,0.0,0.0,0.0,0.0
4843,2020-09-29-09-46-42-2,970328212s201ms.jpg,2.0,0.0,1.0,1.0,2.0
4844,2020-09-29-09-46-42-3,970328363s706ms.jpg,0.0,0.0,0.0,0.0,0.0
4845,2020-09-24-1,969902392s237ms.jpg,3.0,1.0,2.0,3.0,4.0
4846,2020-09-29-09-46-42-1,970325933s806ms.jpg,1.0,0.0,0.0,1.0,1.0
4847,2020-09-29-09-46-42-3,970329747s688ms.jpg,2.0,0.0,1.0,1.0,2.0
4848,2020-09-29-09-46-42-3,970328880s689ms.jpg,3.0,1.0,2.0,3.0,4.0
4849,2020-09-24-1,969901805s250ms.jpg,0.0,0.0,0.0,0.0,0.0
4850,2020-09-24-3,969905029s178ms.jpg,0.0,0.0,0.0,0.0,0.0
4851,2020-09-29-09-46-42-3,970329382s691ms.jpg,3.0,1.0,2.0,3.0,4.0
4852,2020-09-29-09-46-42-1,970325946s785ms.jpg,3.0,1.0,1.0,2.0,2.0
4853,2020-09-29-09-46-42-1,970326515s787ms.jpg,2.0,0.0,1.0,1.0,2.0
4854,2020-09-24-1,969902701s245ms.jpg,2.0,0.0,1.0,1.0,2.0
4855,2020-09-24-1,969902253s231ms.jpg,2.0,0.0,1.0,1.0,2.0
4856,2020-09-24-1,969902135s247ms.jpg,1.0,0.0,0.0,0.0,0.0
4857,2020-09-24-3,969905442s190ms.jpg,1.0,0.0,1.0,1.0,1.0
4858,2020-09-24-3,969905601s182ms.jpg,1.0,0.0,0.0,0.0,0.0
4859,2020-09-24-3,969905418s166ms.jpg,1.0,0.0,0.0,0.0,1.0
4860,2020-09-29-09-46-42-2,970327024s214ms.jpg,3.0,1.0,2.0,3.0,4.0
4861,2020-09-24-1,969902277s255ms.jpg,0.0,0.0,0.0,0.0,0.0
4862,2020-09-24-3,969905968s182ms.jpg,2.0,1.0,1.0,2.0,2.0
4863,2020-09-24-4,969906235s669ms.jpg,1.0,0.0,0.0,1.0,1.0
4864,2020-09-24-3,969904819s168ms.jpg,1.0,0.0,1.0,1.0,1.0
4865,2020-09-24-3,969905229s178ms.jpg,1.0,0.0,0.0,1.0,1.0
4866,2020-09-29-09-46-42-1,970325911s784ms.jpg,0.0,0.0,0.0,0.0,0.0
4867,2020-09-24-1,969902244s256ms.jpg,1.0,0.0,0.0,0.0,1.0
4868,2020-09-29-09-46-42-1,970326309s781ms.jpg,3.0,1.0,1.0,2.0,2.0
4869,2020-10-02-10-17-05-3,970588143s263ms.jpg,1.0,0.0,0.0,1.0,1.0
4870,2020-09-29-09-46-42-4,970330108s201ms.jpg,1.0,0.0,1.0,1.0,1.0
4871,2020-09-24-3,969905549s164ms.jpg,1.0,0.0,0.0,1.0,1.0
4872,2020-09-24-3,969906030s178ms.jpg,1.0,0.0,1.0,1.0,1.0
4873,2020-07-28-06-01-11,964869735s720ms.jpg,2.0,1.0,1.0,2.0,2.0
4874,2020-09-24-1,969902157s235ms.jpg,1.0,0.0,1.0,1.0,1.0
4875,2020-07-28-06-01-11,964869672s724ms.jpg,3.0,1.0,2.0,3.0,4.0
4876,2020-09-24-3,969904777s193ms.jpg,3.0,1.0,1.0,2.0,2.0
4877,2020-09-24-1,969902090s235ms.jpg,0.0,0.0,0.0,0.0,0.0
4878,2020-09-24-3,969906071s185ms.jpg,1.0,0.0,1.0,1.0,1.0
4879,2020-09-24-3,969904812s194ms.jpg,2.0,0.0,1.0,1.0,2.0
4880,2020-09-24-3,969905201s183ms.jpg,1.0,0.0,1.0,1.0,1.0
4881,2020-09-29-09-46-42-1,970326637s809ms.jpg,2.0,1.0,1.0,2.0,2.0
4882,2020-09-24-1,969901827s239ms.jpg,0.0,0.0,0.0,0.0,0.0
4883,2020-09-29-09-46-42-1,970325912s785ms.jpg,3.0,1.0,1.0,2.0,2.0
4884,2020-10-02-10-17-05-3,970588488s241ms.jpg,1.0,0.0,0.0,0.0,1.0
4885,2020-09-24-3,969906047s195ms.jpg,3.0,1.0,1.0,2.0,3.0
4886,2020-07-28-06-01-11,964869940s725ms.jpg,0.0,0.0,0.0,0.0,0.0
4887,2020-09-24-1,969902042s254ms.jpg,1.0,0.0,0.0,0.0,0.0
4888,2020-09-29-09-46-42-3,970328989s698ms.jpg,0.0,0.0,0.0,0.0,0.0
4889,2020-09-29-09-46-42-2,970326817s207ms.jpg,0.0,0.0,0.0,0.0,0.0
4890,2020-07-28-06-01-11,964868690s709ms.jpg,3.0,1.0,2.0,3.0,3.0
4891,2020-09-29-09-46-42-3,970329692s700ms.jpg,1.0,0.0,0.0,0.0,1.0
4892,2020-09-29-09-46-42-2,970326836s226ms.jpg,1.0,0.0,1.0,1.0,1.0
4893,2020-09-24-3,969905873s188ms.jpg,0.0,0.0,0.0,0.0,0.0
4894,2020-09-29-09-46-42-4,970329765s192ms.jpg,2.0,1.0,1.0,2.0,2.0
4895,2020-09-29-09-46-42-2,970326942s199ms.jpg,3.0,1.0,1.0,2.0,2.0
4896,2020-09-24-1,969901927s239ms.jpg,0.0,0.0,0.0,0.0,0.0
4897,2020-10-02-10-17-05-3,970588404s257ms.jpg,1.0,0.0,1.0,1.0,1.0
4898,2020-07-28-06-01-11,964869223s708ms.jpg,3.0,1.0,1.0,2.0,2.0
4899,2020-09-29-09-46-42-3,970329502s710ms.jpg,0.0,0.0,0.0,0.0,0.0
4900,2020-09-24-1,969901964s242ms.jpg,1.0,0.0,0.0,1.0,1.0
4901,2020-09-24-1,969902131s243ms.jpg,2.0,0.0,1.0,1.0,2.0
4902,2020-09-29-09-46-42-3,970328495s704ms.jpg,1.0,0.0,0.0,0.0,0.0
4903,2020-07-28-06-01-11,964868739s725ms.jpg,2.0,1.0,1.0,2.0,2.0
4904,2020-09-29-09-46-42-4,970329778s172ms.jpg,2.0,0.0,1.0,1.0,2.0
4905,2020-09-29-09-46-42-4,970329808s202ms.jpg,0.0,0.0,0.0,0.0,0.0
4906,2020-09-29-09-46-42-1,970326117s789ms.jpg,1.0,0.0,0.0,0.0,1.0
4907,2020-09-24-3,969905014s196ms.jpg,1.0,0.0,0.0,0.0,0.0
4908,2020-09-29-09-46-42-3,970329209s684ms.jpg,0.0,0.0,0.0,0.0,0.0
4909,2020-10-02-10-17-05-3,970588382s269ms.jpg,0.0,0.0,0.0,0.0,0.0
4910,2020-09-29-09-46-42-2,970326833s223ms.jpg,1.0,0.0,1.0,1.0,1.0
4911,2020-09-24-3,969905074s189ms.jpg,1.0,0.0,0.0,0.0,1.0
4912,2020-09-29-09-46-42-1,970326577s782ms.jpg,0.0,0.0,0.0,0.0,0.0
4913,2020-09-29-09-46-42-2,970328214s203ms.jpg,3.0,1.0,2.0,2.0,3.0
4914,2020-09-29-09-46-42-1,970326339s811ms.jpg,2.0,1.0,1.0,2.0,2.0
4915,2020-09-24-3,969905083s165ms.jpg,0.0,0.0,0.0,0.0,0.0
4916,2020-09-29-09-46-42-3,970328849s691ms.jpg,2.0,0.0,1.0,1.0,2.0
4917,2020-09-24-1,969901794s239ms.jpg,0.0,0.0,0.0,0.0,0.0
4918,2020-09-29-09-46-42-2,970326974s231ms.jpg,3.0,1.0,2.0,2.0,3.0
4919,2020-09-24-3,969905149s164ms.jpg,0.0,0.0,0.0,0.0,0.0
4920,2020-09-24-4,969906566s666ms.jpg,3.0,1.0,2.0,3.0,4.0
4921,2020-09-24-3,969905439s187ms.jpg,1.0,0.0,0.0,1.0,1.0
4922,2020-10-02-10-17-05-3,970588353s273ms.jpg,1.0,0.0,0.0,1.0,1.0
4923,2020-09-29-09-46-42-3,970329742s717ms.jpg,1.0,0.0,0.0,1.0,1.0
4924,2020-09-29-09-46-42-3,970329434s709ms.jpg,0.0,0.0,0.0,0.0,0.0
4925,2020-09-29-09-46-42-1,970326477s782ms.jpg,3.0,1.0,1.0,2.0,2.0
4926,2020-09-29-09-46-42-1,970325962s801ms.jpg,2.0,0.0,1.0,1.0,1.0
4927,2020-09-29-09-46-42-3,970329722s697ms.jpg,3.0,1.0,2.0,2.0,3.0
4928,2020-09-24-1,969902116s228ms.jpg,1.0,0.0,0.0,0.0,1.0
4929,2020-09-29-09-46-42-2,970326952s209ms.jpg,2.0,1.0,1.0,2.0,2.0
4930,2020-09-29-09-46-42-3,970329573s715ms.jpg,1.0,0.0,0.0,0.0,1.0
4931,2020-09-29-09-46-42-3,970329202s711ms.jpg,1.0,0.0,0.0,0.0,1.0
4932,2020-09-29-09-46-42-3,970328928s704ms.jpg,1.0,0.0,0.0,0.0,0.0
4933,2020-07-28-06-01-11,964868620s706ms.jpg,1.0,0.0,0.0,0.0,0.0
4934,2020-09-24-4,969906366s667ms.jpg,1.0,0.0,0.0,1.0,1.0
4935,2020-09-24-3,969905516s164ms.jpg,1.0,0.0,0.0,1.0,1.0
4936,2020-07-28-06-01-11,964869743s728ms.jpg,2.0,1.0,1.0,2.0,2.0
4937,2020-10-02-10-17-05-3,970588177s264ms.jpg,1.0,0.0,1.0,1.0,1.0
4938,2020-07-28-06-01-11,964868879s698ms.jpg,2.0,0.0,1.0,1.0,2.0
4939,2020-10-02-10-17-05-3,970588598s251ms.jpg,2.0,0.0,1.0,1.0,2.0
4940,2020-09-29-09-46-42-3,970328939s715ms.jpg,2.0,0.0,1.0,1.0,2.0
4941,2020-09-29-09-46-42-4,970329940s200ms.jpg,0.0,0.0,0.0,0.0,0.0
4942,2020-09-24-1,969902145s257ms.jpg,0.0,0.0,0.0,0.0,0.0
4943,2020-09-24-1,969902377s255ms.jpg,3.0,1.0,2.0,2.0,3.0
4944,2020-10-02-10-17-05-3,970588399s252ms.jpg,3.0,1.0,2.0,2.0,3.0
4945,2020-09-29-09-46-42-2,970328220s209ms.jpg,2.0,1.0,1.0,2.0,2.0
4946,2020-09-29-09-46-42-1,970325996s802ms.jpg,0.0,0.0,0.0,0.0,0.0
4947,2020-09-24-1,969902016s228ms.jpg,1.0,0.0,0.0,1.0,1.0
4948,2020-09-24-3,969905913s194ms.jpg,3.0,1.0,1.0,2.0,2.0
4949,2020-09-29-09-46-42-3,970329025s701ms.jpg,0.0,0.0,0.0,0.0,0.0
4950,2020-09-29-09-46-42-1,970325915s788ms.jpg,3.0,1.0,1.0,2.0,2.0
4951,2020-09-29-09-46-42-3,970328402s712ms.jpg,1.0,0.0,0.0,1.0,1.0
4952,2020-09-29-09-46-42-3,970329186s695ms.jpg,1.0,0.0,0.0,0.0,1.0
4953,2020-09-24-3,969905102s184ms.jpg,2.0,0.0,1.0,1.0,2.0
4954,2020-10-02-10-17-05-3,970588192s246ms.jpg,1.0,0.0,0.0,0.0,1.0
4955,2020-07-28-06-01-11,964869738s723ms.jpg,1.0,0.0,0.0,1.0,1.0
4956,2020-09-29-09-46-42-3,970329496s704ms.jpg,1.0,0.0,0.0,0.0,0.0
4957,2020-07-28-06-01-11,964868640s726ms.jpg,2.0,0.0,1.0,1.0,1.0
4958,2020-09-29-09-46-42-3,970329169s711ms.jpg,0.0,0.0,0.0,0.0,0.0
4959,2020-10-02-10-17-05-3,970588228s248ms.jpg,1.0,0.0,0.0,1.0,1.0
4960,2020-09-24-3,969905285s167ms.jpg,2.0,1.0,1.0,2.0,2.0
4961,2020-09-24-3,969905832s180ms.jpg,2.0,0.0,1.0,1.0,1.0
4962,2020-09-24-1,969902562s240ms.jpg,0.0,0.0,0.0,0.0,0.0
4963,2020-09-29-09-46-42-1,970326113s785ms.jpg,0.0,0.0,0.0,0.0,0.0
4964,2020-09-24-1,969902166s244ms.jpg,1.0,0.0,0.0,0.0,1.0
4965,2020-10-02-10-17-05-3,970588215s269ms.jpg,0.0,0.0,0.0,0.0,0.0
4966,2020-09-24-1,969902139s251ms.jpg,1.0,0.0,0.0,0.0,0.0
4967,2020-07-28-06-01-11,964869623s708ms.jpg,2.0,1.0,1.0,1.0,2.0
4968,2020-09-24-3,969905587s168ms.jpg,1.0,0.0,0.0,0.0,0.0
4969,2020-09-29-09-46-42-1,970325797s803ms.jpg,1.0,0.0,1.0,1.0,1.0
4970,2020-09-24-1,969902190s235ms.jpg,0.0,0.0,0.0,0.0,0.0
4971,2020-09-29-09-46-42-1,970325636s809ms.jpg,0.0,0.0,0.0,0.0,0.0
4972,2020-09-24-1,969902568s246ms.jpg,1.0,0.0,0.0,0.0,0.0
4973,2020-09-24-1,969902174s252ms.jpg,0.0,0.0,0.0,0.0,0.0
4974,2020-10-02-10-17-05-3,970588341s261ms.jpg,1.0,0.0,0.0,0.0,1.0
4975,2020-09-24-1,969902097s242ms.jpg,1.0,0.0,0.0,0.0,0.0
4976,2020-09-24-3,969905408s190ms.jpg,3.0,1.0,2.0,3.0,4.0
4977,2020-09-29-09-46-42-2,970326981s204ms.jpg,3.0,1.0,2.0,3.0,4.0
4978,2020-09-29-09-46-42-4,970330098s191ms.jpg,0.0,0.0,0.0,0.0,0.0
4979,2020-09-29-09-46-42-3,970329588s696ms.jpg,0.0,0.0,0.0,0.0,0.0
4980,2020-10-02-10-17-05-3,970588288s241ms.jpg,1.0,0.0,1.0,1.0,1.0
4981,2020-09-24-1,969902961s238ms.jpg,2.0,0.0,1.0,1.0,2.0
4982,2020-09-29-09-46-42-3,970328596s705ms.jpg,3.0,1.0,2.0,3.0,4.0
4983,2020-09-29-09-46-42-4,970329883s177ms.jpg,1.0,0.0,0.0,1.0,1.0
4984,2020-10-02-10-17-05-3,970588429s249ms.jpg,3.0,1.0,1.0,2.0,2.0
4985,2020-09-29-09-46-42-3,970328816s692ms.jpg,0.0,0.0,0.0,0.0,0.0
4986,2020-09-23-VIRB0008,969832366s662ms.jpg,3.0,1.0,2.0,2.0,3.0
4987,2020-09-29-09-46-42-4,970329796s190ms.jpg,1.0,0.0,0.0,0.0,0.0
4988,2020-09-24-4,969906455s655ms.jpg,1.0,0.0,0.0,1.0,1.0
4989,2020-09-24-3,969905353s168ms.jpg,2.0,0.0,1.0,1.0,2.0
4990,2020-09-29-09-46-42-4,970330424s184ms.jpg,2.0,1.0,1.0,2.0,2.0
4991,2020-09-29-09-46-42-3,970328716s692ms.jpg,1.0,0.0,1.0,1.0,1.0
4992,2020-09-24-3,969905019s168ms.jpg,0.0,0.0,0.0,0.0,0.0
4993,2020-09-24-3,969905033s182ms.jpg,0.0,0.0,0.0,0.0,0.0
4994,2020-10-02-10-17-05-3,970588332s252ms.jpg,1.0,0.0,0.0,0.0,1.0
4995,2020-09-24-1,969902905s249ms.jpg,2.0,1.0,1.0,1.0,2.0
4996,2020-09-24-3,969905361s176ms.jpg,3.0,1.0,1.0,2.0,3.0
4997,2020-10-02-10-17-05-3,970588294s247ms.jpg,1.0,0.0,0.0,0.0,0.0
4998,2020-09-29-09-46-42-3,970329178s687ms.jpg,1.0,0.0,0.0,0.0,1.0
4999,2020-09-29-09-46-42-1,970326541s813ms.jpg,0.0,0.0,0.0,0.0,0.0
5000,2020-09-29-09-46-42-3,970328924s700ms.jpg,2.0,0.0,1.0,1.0,2.0
5001,2020-09-29-09-46-42-4,970330154s181ms.jpg,1.0,0.0,0.0,0.0,1.0
5002,2020-09-24-3,969905708s189ms.jpg,0.0,0.0,0.0,0.0,0.0
