video,image,image_mask,group_2,group_3,group_4,group_original,dataset
2020-09-29-09-46-42-3,970329604s712ms.jpg,970329604s712ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905576s191ms.jpg,969905576s191ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905711s192ms.jpg,969905711s192ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329679s687ms.jpg,970329679s687ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329502s710ms.jpg,970329502s710ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329469s711ms.jpg,970329469s711ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969906062s176ms.jpg,969906062s176ms.png,1.0,1.0,2.0,3.0,valid
2020-10-02-10-17-05-3,970588467s254ms.jpg,970588467s254ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905721s169ms.jpg,969905721s169ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969905640s188ms.jpg,969905640s188ms.png,1.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329423s698ms.jpg,970329423s698ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329851s178ms.jpg,970329851s178ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905704s185ms.jpg,969905704s185ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329374s716ms.jpg,970329374s716ms.png,1.0,1.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329629s704ms.jpg,970329629s704ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329488s696ms.jpg,970329488s696ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905819s167ms.jpg,969905819s167ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329430s705ms.jpg,970329430s705ms.png,1.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329385s694ms.jpg,970329385s694ms.png,1.0,1.0,2.0,2.0,valid
2020-09-24-3,969905590s171ms.jpg,969905590s171ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905794s175ms.jpg,969905794s175ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329458s700ms.jpg,970329458s700ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905982s196ms.jpg,969905982s196ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329459s701ms.jpg,970329459s701ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-4,970329777s171ms.jpg,970329777s171ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-4,970329855s182ms.jpg,970329855s182ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329666s708ms.jpg,970329666s708ms.png,1.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-4,970329815s175ms.jpg,970329815s175ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329332s707ms.jpg,970329332s707ms.png,1.0,1.0,2.0,3.0,valid
2020-10-02-10-17-05-3,970588458s245ms.jpg,970588458s245ms.png,0.0,1.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329665s707ms.jpg,970329665s707ms.png,1.0,2.0,3.0,3.0,valid
2020-07-28-06-01-11,964869783s701ms.jpg,964869783s701ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905841s189ms.jpg,969905841s189ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329707s715ms.jpg,970329707s715ms.png,0.0,0.0,0.0,1.0,valid
2020-07-28-06-01-11,964869812s697ms.jpg,964869812s697ms.png,0.0,0.0,0.0,0.0,valid
2020-10-02-10-17-05-3,970588519s272ms.jpg,970588519s272ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-3,970329512s687ms.jpg,970329512s687ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329592s700ms.jpg,970329592s700ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329351s693ms.jpg,970329351s693ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905918s166ms.jpg,969905918s166ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905784s165ms.jpg,969905784s165ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329480s688ms.jpg,970329480s688ms.png,1.0,2.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329572s714ms.jpg,970329572s714ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329848s175ms.jpg,970329848s175ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905774s189ms.jpg,969905774s189ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329456s698ms.jpg,970329456s698ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329363s705ms.jpg,970329363s705ms.png,1.0,1.0,2.0,3.0,valid
2020-09-24-3,969905667s182ms.jpg,969905667s182ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905754s169ms.jpg,969905754s169ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-4,970329810s170ms.jpg,970329810s170ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329482s690ms.jpg,970329482s690ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905785s166ms.jpg,969905785s166ms.png,0.0,0.0,0.0,0.0,valid
2020-10-02-10-17-05-3,970588468s255ms.jpg,970588468s255ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329455s697ms.jpg,970329455s697ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969906031s179ms.jpg,969906031s179ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969905586s167ms.jpg,969905586s167ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905585s166ms.jpg,969905585s166ms.png,0.0,1.0,1.0,1.0,valid
2020-07-28-06-01-11,964869829s714ms.jpg,964869829s714ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905872s187ms.jpg,969905872s187ms.png,1.0,1.0,2.0,3.0,valid
2020-10-02-10-17-05-3,970588474s261ms.jpg,970588474s261ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329642s717ms.jpg,970329642s717ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329497s705ms.jpg,970329497s705ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969906100s181ms.jpg,969906100s181ms.png,0.0,1.0,1.0,2.0,valid
2020-07-28-06-01-11,964869737s722ms.jpg,964869737s722ms.png,1.0,1.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329542s717ms.jpg,970329542s717ms.png,0.0,1.0,1.0,2.0,valid
2020-10-02-10-17-05-3,970588530s250ms.jpg,970588530s250ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905587s168ms.jpg,969905587s168ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329764s191ms.jpg,970329764s191ms.png,1.0,2.0,2.0,3.0,valid
2020-09-29-09-46-42-4,970329771s198ms.jpg,970329771s198ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329422s697ms.jpg,970329422s697ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329687s695ms.jpg,970329687s695ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905840s188ms.jpg,969905840s188ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329335s710ms.jpg,970329335s710ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-4,970329788s182ms.jpg,970329788s182ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329593s701ms.jpg,970329593s701ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969906028s176ms.jpg,969906028s176ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-3,970329489s697ms.jpg,970329489s697ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905838s186ms.jpg,969905838s186ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329606s714ms.jpg,970329606s714ms.png,0.0,0.0,1.0,1.0,valid
2020-10-02-10-17-05-3,970588475s262ms.jpg,970588475s262ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905887s168ms.jpg,969905887s168ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329838s198ms.jpg,970329838s198ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969905948s196ms.jpg,969905948s196ms.png,1.0,1.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329570s712ms.jpg,970329570s712ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969906079s193ms.jpg,969906079s193ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905811s192ms.jpg,969905811s192ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329715s690ms.jpg,970329715s690ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329410s685ms.jpg,970329410s685ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905791s172ms.jpg,969905791s172ms.png,0.0,0.0,0.0,0.0,valid
2020-10-02-10-17-05-3,970588486s273ms.jpg,970588486s273ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329549s691ms.jpg,970329549s691ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969906055s169ms.jpg,969906055s169ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969906099s180ms.jpg,969906099s180ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905920s168ms.jpg,969905920s168ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905755s170ms.jpg,969905755s170ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329602s710ms.jpg,970329602s710ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969906012s193ms.jpg,969906012s193ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-4,970329866s193ms.jpg,970329866s193ms.png,0.0,0.0,1.0,1.0,valid
2020-07-28-06-01-11,964869793s711ms.jpg,964869793s711ms.png,0.0,0.0,0.0,1.0,valid
2020-07-28-06-01-11,964869842s727ms.jpg,964869842s727ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329391s700ms.jpg,970329391s700ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329599s707ms.jpg,970329599s707ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329467s709ms.jpg,970329467s709ms.png,1.0,1.0,2.0,3.0,valid
2020-09-24-3,969905619s167ms.jpg,969905619s167ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905871s186ms.jpg,969905871s186ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905768s183ms.jpg,969905768s183ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329337s712ms.jpg,970329337s712ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905578s193ms.jpg,969905578s193ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969906019s167ms.jpg,969906019s167ms.png,0.0,1.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329625s700ms.jpg,970329625s700ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-4,970329830s190ms.jpg,970329830s190ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969906002s183ms.jpg,969906002s183ms.png,1.0,1.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329524s699ms.jpg,970329524s699ms.png,0.0,0.0,1.0,1.0,valid
2020-07-28-06-01-11,964869788s706ms.jpg,964869788s706ms.png,0.0,1.0,1.0,2.0,valid
2020-10-02-10-17-05-3,970588534s254ms.jpg,970588534s254ms.png,1.0,2.0,2.0,3.0,valid
2020-09-29-09-46-42-3,970329405s714ms.jpg,970329405s714ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329643s685ms.jpg,970329643s685ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329704s712ms.jpg,970329704s712ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329683s691ms.jpg,970329683s691ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-3,969905742s190ms.jpg,969905742s190ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329442s717ms.jpg,970329442s717ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-3,970329706s714ms.jpg,970329706s714ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329820s180ms.jpg,970329820s180ms.png,0.0,1.0,1.0,1.0,valid
2020-07-28-06-01-11,964869734s719ms.jpg,964869734s719ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329682s690ms.jpg,970329682s690ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-4,970329800s194ms.jpg,970329800s194ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969905663s178ms.jpg,969905663s178ms.png,1.0,1.0,2.0,3.0,valid
2020-09-29-09-46-42-4,970329773s200ms.jpg,970329773s200ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905960s174ms.jpg,969905960s174ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969905683s164ms.jpg,969905683s164ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329559s701ms.jpg,970329559s701ms.png,1.0,1.0,1.0,2.0,valid
2020-09-24-3,969905953s167ms.jpg,969905953s167ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329634s709ms.jpg,970329634s709ms.png,0.0,1.0,1.0,1.0,valid
2020-09-29-09-46-42-4,970329833s193ms.jpg,970329833s193ms.png,0.0,1.0,1.0,1.0,valid
2020-07-28-06-01-11,964869836s721ms.jpg,964869836s721ms.png,0.0,1.0,1.0,1.0,valid
2020-09-29-09-46-42-4,970329835s195ms.jpg,970329835s195ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329421s696ms.jpg,970329421s696ms.png,0.0,0.0,0.0,1.0,valid
2020-07-28-06-01-11,964869802s720ms.jpg,964869802s720ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905860s175ms.jpg,969905860s175ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905654s169ms.jpg,969905654s169ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329717s692ms.jpg,970329717s692ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969906027s175ms.jpg,969906027s175ms.png,1.0,2.0,2.0,3.0,valid
2020-09-24-3,969905828s176ms.jpg,969905828s176ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329649s691ms.jpg,970329649s691ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-3,970329719s694ms.jpg,970329719s694ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969905936s184ms.jpg,969905936s184ms.png,1.0,1.0,1.0,2.0,valid
2020-10-02-10-17-05-3,970588461s248ms.jpg,970588461s248ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329730s705ms.jpg,970329730s705ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329403s712ms.jpg,970329403s712ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329349s691ms.jpg,970329349s691ms.png,0.0,1.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329395s704ms.jpg,970329395s704ms.png,1.0,2.0,2.0,3.0,valid
2020-09-24-3,969905657s172ms.jpg,969905657s172ms.png,0.0,0.0,0.0,1.0,valid
2020-09-24-3,969905696s177ms.jpg,969905696s177ms.png,0.0,0.0,0.0,1.0,valid
2020-10-02-10-17-05-3,970588485s272ms.jpg,970588485s272ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329478s686ms.jpg,970329478s686ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905688s169ms.jpg,969905688s169ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329819s179ms.jpg,970329819s179ms.png,1.0,1.0,2.0,2.0,valid
2020-09-29-09-46-42-3,970329450s692ms.jpg,970329450s692ms.png,1.0,2.0,3.0,3.0,valid
2020-09-24-3,969905852s167ms.jpg,969905852s167ms.png,0.0,0.0,1.0,1.0,valid
2020-07-28-06-01-11,964869847s698ms.jpg,964869847s698ms.png,1.0,1.0,2.0,3.0,valid
2020-07-28-06-01-11,964869787s705ms.jpg,964869787s705ms.png,0.0,1.0,1.0,1.0,valid
2020-09-24-3,969905880s195ms.jpg,969905880s195ms.png,0.0,0.0,0.0,0.0,valid
2020-09-29-09-46-42-3,970329695s703ms.jpg,970329695s703ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329712s687ms.jpg,970329712s687ms.png,0.0,0.0,0.0,0.0,valid
2020-10-02-10-17-05-3,970588477s264ms.jpg,970588477s264ms.png,0.0,0.0,0.0,1.0,valid
2020-09-29-09-46-42-4,970329834s194ms.jpg,970329834s194ms.png,0.0,1.0,1.0,2.0,valid
2020-09-24-3,969905653s168ms.jpg,969905653s168ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329445s687ms.jpg,970329445s687ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-3,970329728s703ms.jpg,970329728s703ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-4,970329870s197ms.jpg,970329870s197ms.png,0.0,0.0,0.0,0.0,valid
2020-09-24-3,969905625s173ms.jpg,969905625s173ms.png,1.0,2.0,3.0,3.0,valid
2020-09-29-09-46-42-3,970329408s717ms.jpg,970329408s717ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329677s685ms.jpg,970329677s685ms.png,0.0,0.0,1.0,1.0,valid
2020-09-29-09-46-42-3,970329615s690ms.jpg,970329615s690ms.png,0.0,1.0,1.0,2.0,valid
2020-09-29-09-46-42-3,970329700s708ms.jpg,970329700s708ms.png,0.0,0.0,1.0,1.0,valid
2020-09-24-4,969906404s671ms.jpg,969906404s671ms.png,0.0,1.0,1.0,1.0,test
2020-09-29-09-46-42-4,970330064s191ms.jpg,970330064s191ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330050s177ms.jpg,970330050s177ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330026s186ms.jpg,970330026s186ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970329935s195ms.jpg,970329935s195ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970329932s192ms.jpg,970329932s192ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970329926s186ms.jpg,970329926s186ms.png,0.0,0.0,1.0,1.0,test
2020-09-24-4,969906558s658ms.jpg,969906558s658ms.png,1.0,2.0,2.0,3.0,test
2020-09-24-3,969906137s185ms.jpg,969906137s185ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330388s181ms.jpg,970330388s181ms.png,1.0,1.0,2.0,2.0,test
2020-09-29-09-46-42-4,970330117s177ms.jpg,970330117s177ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906315s649ms.jpg,969906315s649ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-3,969906141s189ms.jpg,969906141s189ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330219s179ms.jpg,970330219s179ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906473s673ms.jpg,969906473s673ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970329914s174ms.jpg,970329914s174ms.png,1.0,1.0,2.0,3.0,test
2020-09-29-09-46-42-4,970330446s172ms.jpg,970330446s172ms.png,1.0,2.0,3.0,3.0,test
2020-09-24-4,969906528s662ms.jpg,969906528s662ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330103s196ms.jpg,970330103s196ms.png,0.0,0.0,0.0,0.0,test
2020-07-28-06-01-11,964869925s710ms.jpg,964869925s710ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330445s171ms.jpg,970330445s171ms.png,1.0,2.0,2.0,3.0,test
2020-09-24-4,969906398s665ms.jpg,969906398s665ms.png,0.0,1.0,1.0,2.0,test
2020-09-24-4,969906466s666ms.jpg,969906466s666ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330199s192ms.jpg,970330199s192ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906275s676ms.jpg,969906275s676ms.png,1.0,1.0,2.0,3.0,test
2020-09-24-3,969906183s164ms.jpg,969906183s164ms.png,0.0,1.0,1.0,2.0,test
2020-09-24-4,969906392s659ms.jpg,969906392s659ms.png,0.0,0.0,1.0,1.0,test
2020-09-29-09-46-42-4,970330209s202ms.jpg,970330209s202ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906366s667ms.jpg,969906366s667ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330164s191ms.jpg,970330164s191ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906405s672ms.jpg,969906405s672ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330211s171ms.jpg,970330211s171ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906549s649ms.jpg,969906549s649ms.png,0.0,1.0,1.0,2.0,test
2020-09-24-4,969906279s680ms.jpg,969906279s680ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330155s182ms.jpg,970330155s182ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330204s197ms.jpg,970330204s197ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970329915s175ms.jpg,970329915s175ms.png,0.0,1.0,1.0,2.0,test
2020-10-02-10-17-05-3,970588603s256ms.jpg,970588603s256ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970329965s192ms.jpg,970329965s192ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330410s170ms.jpg,970330410s170ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906303s670ms.jpg,969906303s670ms.png,0.0,1.0,1.0,2.0,test
2020-09-24-4,969906537s671ms.jpg,969906537s671ms.png,1.0,2.0,2.0,3.0,test
2020-09-24-3,969906115s196ms.jpg,969906115s196ms.png,0.0,0.0,1.0,1.0,test
2020-09-29-09-46-42-4,970329997s190ms.jpg,970329997s190ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906455s655ms.jpg,969906455s655ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330054s181ms.jpg,970330054s181ms.png,0.0,1.0,1.0,2.0,test
2020-07-28-06-01-11,964869899s717ms.jpg,964869899s717ms.png,1.0,1.0,1.0,2.0,test
2020-09-24-4,969906511s678ms.jpg,969906511s678ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330133s193ms.jpg,970330133s193ms.png,0.0,0.0,0.0,0.0,test
2020-07-28-06-01-11,964869884s702ms.jpg,964869884s702ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330348s174ms.jpg,970330348s174ms.png,1.0,2.0,2.0,3.0,test
2020-09-29-09-46-42-4,970329892s186ms.jpg,970329892s186ms.png,1.0,1.0,2.0,3.0,test
2020-09-29-09-46-42-4,970330163s190ms.jpg,970330163s190ms.png,0.0,0.0,0.0,1.0,test
2020-10-02-10-17-05-3,970588576s262ms.jpg,970588576s262ms.png,1.0,1.0,2.0,3.0,test
2020-09-29-09-46-42-4,970329894s188ms.jpg,970329894s188ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906472s672ms.jpg,969906472s672ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906413s680ms.jpg,969906413s680ms.png,1.0,2.0,2.0,3.0,test
2020-09-24-4,969906359s660ms.jpg,969906359s660ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906333s667ms.jpg,969906333s667ms.png,1.0,1.0,1.0,2.0,test
2020-09-24-4,969906331s665ms.jpg,969906331s665ms.png,1.0,2.0,3.0,3.0,test
2020-09-29-09-46-42-4,970329949s176ms.jpg,970329949s176ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906291s658ms.jpg,969906291s658ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906237s671ms.jpg,969906237s671ms.png,0.0,0.0,1.0,1.0,test
2020-09-24-4,969906348s649ms.jpg,969906348s649ms.png,0.0,0.0,1.0,1.0,test
2020-10-02-10-17-05-3,970588556s243ms.jpg,970588556s243ms.png,1.0,1.0,2.0,2.0,test
2020-09-24-3,969906135s183ms.jpg,969906135s183ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330000s193ms.jpg,970330000s193ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906377s678ms.jpg,969906377s678ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330170s197ms.jpg,970330170s197ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330307s200ms.jpg,970330307s200ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906570s670ms.jpg,969906570s670ms.png,1.0,2.0,2.0,3.0,test
2020-09-29-09-46-42-4,970330217s177ms.jpg,970330217s177ms.png,0.0,0.0,0.0,0.0,test
2020-09-24-4,969906415s649ms.jpg,969906415s649ms.png,0.0,1.0,1.0,2.0,test
2020-10-02-10-17-05-3,970588582s268ms.jpg,970588582s268ms.png,0.0,0.0,0.0,1.0,test
2020-09-29-09-46-42-4,970330336s196ms.jpg,970330336s196ms.png,0.0,1.0,1.0,2.0,test
2020-09-24-4,969906376s677ms.jpg,969906376s677ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970329897s191ms.jpg,970329897s191ms.png,0.0,0.0,0.0,0.0,test
2020-07-28-06-01-11,964869999s717ms.jpg,964869999s717ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330457s183ms.jpg,970330457s183ms.png,1.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970330425s185ms.jpg,970330425s185ms.png,1.0,2.0,2.0,3.0,test
2020-09-29-09-46-42-4,970329951s178ms.jpg,970329951s178ms.png,0.0,0.0,1.0,1.0,test
2020-09-24-3,969906180s194ms.jpg,969906180s194ms.png,0.0,1.0,1.0,2.0,test
2020-09-29-09-46-42-4,970329953s180ms.jpg,970329953s180ms.png,0.0,0.0,1.0,1.0,test
2020-09-29-09-46-42-4,970330021s181ms.jpg,970330021s181ms.png,0.0,0.0,0.0,1.0,test
2020-09-24-4,969906244s678ms.jpg,969906244s678ms.png,0.0,0.0,0.0,0.0,test
2020-09-29-09-46-42-4,970330060s187ms.jpg,970330060s187ms.png,0.0,0.0,0.0,0.0,test
